# %ECSV 0.9
# ---
# datatype:
# - {name: lambda, unit: nm, datatype: float64}
# - {name: theta, unit: degree, datatype: float64}
# - {name: o0, datatype: float64}
# - {name: o1, datatype: float64}
# - {name: o2, datatype: float64}
# - {name: o3, datatype: float64}
# - {name: o4, datatype: float64}
# - {name: o5, datatype: float64}
# - {name: o6, datatype: float64}
# - {name: o7, datatype: float64}
# - {name: o8, datatype: float64}
# - {name: o9, datatype: float64}
# - {name: o10, datatype: float64}
# - {name: o11, datatype: float64}
# - {name: o12, datatype: float64}
# meta: !!omap
# - keywords: !!omap
#   - {Author: Ralf Heilmann}
#   - {ORIGFILE: Si_4um_deep_30pct_dc.xlsx}
#   - {Description: Calculated grating efficiencies}
#   - {Grating: Si 4 my deep}
lambda theta o0 o1 o2 o3 o4 o5 o6 o7 o8 o9 o10 o11 o12
2.7 2.65 0.0080722815 0.0013815241 0.017512403 0.0014877557 0.0005978889 0.0097457528 0.0987495135 0.197624732 0.040362591 0.0044795297 6.84E-05 3.12E-06 4.33E-06
2.7 2.7 0.0075122717 0.0033782271 0.0152681999 0.0004187266 0.0019760441 0.0124722658 0.0675095655 0.202405565 0.0524565607 0.0057854665 9.87E-05 2.78E-05 1.14E-05
2.7 2.75 0.0068484267 0.0055773503 0.0118271608 0.0004523659 0.0037914675 0.0136784595 0.0425686543 0.199979505 0.065518556 0.0072725742 0.0001941186 8.44E-05 2.73E-05
2.7 2.8 0.0061895533 0.007529934 0.0079057768 0.0015932757 0.0056028589 0.0132213281 0.0248009852 0.190600751 0.0787602424 0.0090816832 0.0004299604 0.000165785 5.56E-05
2.75 0.8 0.224099402 0.193416582 0.107002772 0.0600765278 0.0077174688 0.0037420685 0.0052676927 0.0001867191 6.66E-05 5.03E-05 2.63E-05 3.16E-07 3.33E-06
2.75 0.85 0.202996337 0.197973341 0.104559555 0.0806237372 0.0062430013 0.0044663288 0.0060715522 0.0001895643 0.0001151797 5.29E-05 3.19E-05 6.01E-07 3.54E-06
2.75 0.9 0.186870584 0.196912339 0.0992870929 0.106102509 0.0038185437 0.0062070658 0.0066114124 0.0002054574 0.0001655008 4.97E-05 2.14E-05 3.43E-06 8.49E-06
2.75 0.95 0.175364176 0.189843528 0.0921770944 0.134815762 0.0015310232 0.008670316 0.0068853688 0.0002316819 0.0002140253 5.32E-05 5.40E-06 8.72E-06 1.57E-05
2.75 1 0.167276192 0.17724956 0.0845000076 0.16408223 0.0010489044 0.011320882 0.0070529893 0.0002503146 0.000258526 6.95E-05 4.54E-07 1.28E-05 1.62E-05
2.75 1.05 0.160884528 0.160483218 0.0774885921 0.190632392 0.0044112224 0.0135220265 0.0073648919 0.0002406549 0.0002966888 8.49E-05 6.14E-06 1.32E-05 9.67E-06
2.75 1.1 0.154323311 0.141553335 0.0720061384 0.211171601 0.0136739562 0.0146825605 0.0080568285 0.0001943653 0.0003264904 7.79E-05 9.75E-06 1.41E-05 5.07E-06
2.75 1.15 0.145958212 0.122753969 0.0683096735 0.222979155 0.0304744424 0.0143893842 0.0092772492 0.0001321471 0.0003475078 4.70E-05 7.92E-06 2.05E-05 6.71E-06
2.75 1.2 0.134719059 0.10621795 0.0659992634 0.224437207 0.055586714 0.0125426884 0.0110667264 0.0001077603 0.0003612424 1.66E-05 8.32E-06 2.90E-05 8.98E-06
2.75 1.25 0.120315 0.0934894868 0.0641735146 0.215345117 0.0885722665 0.0094989106 0.0133643678 0.0001853581 0.0003681856 1.09E-05 1.68E-05 3.03E-05 5.87E-06
2.75 1.3 0.103259699 0.0852506303 0.0617348455 0.196954073 0.127634252 0.0061823287 0.0160153368 0.0003991833 0.0003623544 2.89E-05 3.21E-05 2.05E-05 9.69E-07
2.75 1.35 0.0847190705 0.0812572195 0.0577360414 0.171731532 0.169734458 0.0041017183 0.018756078 0.0007318164 0.0003325408 5.02E-05 4.73E-05 8.38E-06 2.26E-06
2.75 1.4 0.066258101 0.0804673023 0.0516682907 0.142873366 0.210959349 0.0052156164 0.0211849118 0.0011413101 0.0002756333 5.86E-05 5.42E-05 5.08E-06 8.81E-06
2.75 1.45 0.0495453519 0.0813088437 0.0436173554 0.113714451 0.247025997 0.0116383251 0.0227685465 0.001627492 0.0002134833 5.37E-05 4.91E-05 8.91E-06 1.23E-05
2.75 1.5 0.0360214687 0.0820146018 0.0342538003 0.0871436653 0.273872382 0.025234241 0.0229568053 0.0022766297 0.0001996864 4.48E-05 3.50E-05 9.68E-06 9.81E-06
2.75 1.55 0.0265708207 0.0809991421 0.0246636119 0.0651501207 0.288301814 0.0471799536 0.0214231873 0.0032236646 0.0003063514 3.97E-05 1.99E-05 6.13E-06 8.42E-06
2.75 1.6 0.0213264851 0.0771954696 0.0160750159 0.0486151405 0.28854338 0.0776053218 0.0183224408 0.0045478389 0.0005911357 4.02E-05 1.05E-05 8.82E-06 1.49E-05
2.75 1.65 0.0196857817 0.0702589688 0.0095733962 0.0373690743 0.27456813 0.115400457 0.0144110131 0.006177834 0.0010533655 4.17E-05 9.43E-06 2.47E-05 2.39E-05
2.75 1.7 0.0205062687 0.0606068559 0.005864371 0.0304474569 0.248094012 0.15821746 0.0109707448 0.0078756225 0.0016034717 3.96E-05 1.80E-05 4.60E-05 2.32E-05
2.75 1.75 0.0224066562 0.049282641 0.0051227568 0.02644783 0.212278779 0.202684711 0.0095846415 0.0093162194 0.002083131 4.13E-05 3.87E-05 5.83E-05 1.22E-05
2.75 1.8 0.0240759662 0.0376811908 0.0069632552 0.0238920396 0.171165259 0.244814327 0.0118638147 0.010214834 0.0023442205 6.97E-05 7.30E-05 5.67E-05 2.65E-06
2.75 1.85 0.0245223735 0.0272364049 0.0105361587 0.0215374164 0.129037045 0.280513677 0.0192133572 0.0104273665 0.0023321341 0.0001452252 0.0001145814 4.77E-05 5.05E-08
2.75 1.9 0.0232347306 0.0191444148 0.0147204363 0.0186044286 0.0898260801 0.306116592 0.0326464841 0.00998509 0.0021072103 0.0002606747 0.0001480733 3.98E-05 8.97E-08
2.75 1.95 0.0202244301 0.0141388828 0.0183712522 0.0148717402 0.0566044183 0.318885256 0.0526055382 0.009085679 0.0017985983 0.000378989 0.0001580546 3.60E-05 6.70E-07
2.75 2 0.0159452344 0.0123522442 0.0205646396 0.010614873 0.0312124609 0.317423081 0.0787878892 0.0080915854 0.0015332262 0.0004652201 0.0001429187 3.35E-05 5.64E-06
2.75 2.05 0.0111239995 0.0133122679 0.0207769447 0.0064194918 0.0141332748 0.301892214 0.110039489 0.0075461846 0.0013811464 0.0005194213 0.0001169926 2.80E-05 1.68E-05
2.75 2.1 0.0065666126 0.0160664805 0.0189651654 0.0029486301 0.0046303607 0.273988667 0.144371531 0.0081917359 0.0013379801 0.0005701393 9.77E-05 1.94E-05 2.80E-05
2.75 2.15 0.0029848383 0.019395198 0.0155456488 0.0007368681 0.0010910534 0.236676706 0.179124238 0.0109413547 0.0013485192 0.0006335203 9.30E-05 1.32E-05 3.06E-05
2.75 2.2 0.0008520484 0.0220764045 0.0112887472 4.94E-05 0.0014691251 0.193750249 0.211269896 0.0167500568 0.0013627591 0.0006831579 9.85E-05 1.57E-05 2.44E-05
2.75 2.25 0.0003080534 0.0231578012 0.0071503969 0.0008212504 0.0037210144 0.149321333 0.237809537 0.0263860742 0.0014054866 0.0006637413 0.000100139 2.95E-05 1.75E-05
2.75 2.3 0.0011416698 0.0221724597 0.0040569538 0.0026762513 0.0061625645 0.107289195 0.256184816 0.0401768729 0.0016255837 0.0005370267 8.22E-05 5.07E-05 1.63E-05
2.75 2.35 0.0028690598 0.0192210825 0.0026804407 0.0050148928 0.00768513 0.0708422905 0.264603439 0.0578645133 0.0022895237 0.0003267945 4.46E-05 6.85E-05 1.90E-05
2.75 2.4 0.0048972854 0.0148946163 0.0032669529 0.0071535592 0.0078133873 0.0420857159 0.262240746 0.0786420367 0.0037169725 0.0001400171 1.28E-05 7.12E-05 1.85E-05
2.75 2.45 0.0067251799 0.0100737392 0.0055772245 0.0084953733 0.0066369226 0.0218713696 0.249329915 0.101309195 0.0061971533 0.000145585 1.96E-05 5.52E-05 1.20E-05
2.75 2.5 0.0080902321 0.0056663791 0.0089616205 0.0086881522 0.0046471192 0.0098373912 0.227135894 0.124450299 0.0099341373 0.0005011326 6.91E-05 2.96E-05 5.09E-06
2.75 2.55 0.0089792517 0.0023698223 0.0125464845 0.0077145333 0.0025147168 0.0046380358 0.197816678 0.146570478 0.0150421702 0.0012606651 0.0001288201 9.17E-06 4.56E-06
2.75 2.6 0.0095033426 0.0005395198 0.0154669624 0.0058806261 0.0008667625 0.0043266176 0.164168565 0.166167954 0.0215709443 0.0023341438 0.0001656294 1.71E-06 9.15E-06
2.75 2.65 0.0097311555 0.0001854178 0.0170681851 0.0037070838 0.0001183023 0.0067939259 0.12925289 0.181800478 0.0295203176 0.0035453943 0.0001796156 6.92E-06 1.34E-05
2.75 2.7 0.009617305 0.0010632335 0.01702838 0.0017730039 0.0003975212 0.010155704 0.0959789015 0.192219065 0.0388134162 0.0047494154 0.0001974834 2.51E-05 1.61E-05
2.75 2.75 0.0090895354 0.0027966464 0.0153886804 0.0005732088 0.0015687776 0.0130163367 0.0667414781 0.196539925 0.0492335949 0.0059189376 0.0002468518 6.04E-05 2.23E-05
2.75 2.8 0.0082180633 0.0049680829 0.0125047685 0.0004201706 0.0033139565 0.0145704144 0.0431751263 0.194386575 0.0603731431 0.007146553 0.0003555502 0.0001139304 3.94E-05
2.8 0.8 0.226190252 0.189704812 0.113977852 0.0536292457 0.0079961639 0.0046154421 0.0041775268 0.0002256767 3.01E-05 6.45E-05 1.05E-05 1.45E-06 5.33E-06
2.8 0.85 0.202307272 0.195705284 0.112254859 0.0733499145 0.0066599605 0.0053326847 0.0048616754 0.0002589067 6.30E-05 8.50E-05 1.88E-05 3.92E-07 8.37E-06
2.8 0.9 0.18312612 0.196782911 0.107079194 0.0983272295 0.0042267906 0.0070254783 0.0054113333 0.0002602674 0.0001092593 8.54E-05 2.62E-05 9.41E-07 7.40E-06
2.8 0.95 0.168911743 0.192243815 0.0993649985 0.12710835 0.0016264316 0.009483021 0.0057611938 0.0002291671 0.0001619525 7.02E-05 2.06E-05 3.63E-06 6.76E-06
2.8 1 0.159026697 0.182157015 0.0904000996 0.157272123 0.0003500512 0.0122134706 0.0059864654 0.000177259 0.0002107103 5.68E-05 7.21E-06 8.59E-06 1.04E-05
2.8 1.05 0.152118573 0.167391791 0.0815421815 0.185755317 0.0022654338 0.0145727241 0.0062998948 0.0001199572 0.0002475323 5.60E-05 1.17E-07 1.37E-05 1.45E-05
2.8 1.1 0.146426171 0.149505604 0.0739055052 0.20932639 0.0093252412 0.0159428419 0.0069680648 6.65E-05 0.0002709985 6.05E-05 3.39E-06 1.60E-05 1.30E-05
2.8 1.15 0.140168421 0.130500077 0.0681245355 0.225113538 0.0232063636 0.0158967851 0.0081892146 2.33E-05 0.0002845599 5.53E-05 1.02E-05 1.58E-05 7.06E-06
2.8 1.2 0.131905664 0.112473539 0.0642347917 0.23109869 0.0449292954 0.0143163747 0.0100107179 6.96E-06 0.0002925043 3.65E-05 1.30E-05 1.71E-05 3.89E-06
2.8 1.25 0.120785581 0.0972435244 0.0616954194 0.22649589 0.0745323442 0.011471259 0.0123292965 5.01E-05 0.000297634 1.67E-05 1.10E-05 2.19E-05 5.81E-06
2.8 1.3 0.106675882 0.0860210119 0.0595674292 0.211911574 0.110875955 0.0080757754 0.0149384688 0.0001890099 0.000300527 1.30E-05 1.17E-05 2.52E-05 6.79E-06
2.8 1.35 0.0901895605 0.0792039262 0.0568067306 0.18922 0.151629234 0.0053113037 0.0175680164 0.0004397743 0.0002992878 3.03E-05 2.23E-05 2.00E-05 3.50E-06
2.8 1.4 0.0725628697 0.076341888 0.0525752647 0.161206774 0.193457333 0.0047752483 0.0199000707 0.0007862498 0.0002910063 6.00E-05 3.88E-05 8.96E-06 1.49E-06
2.8 1.45 0.0553828123 0.0762788211 0.0464762108 0.131085541 0.232397563 0.0083225655 0.0215768118 0.0012008029 0.0002775211 8.85E-05 4.76E-05 2.22E-06 6.78E-06
2.8 1.5 0.0402410412 0.0774246288 0.0386630121 0.101969638 0.26437894 0.0177950618 0.0222274474 0.0016856229 0.000275719 0.000105298 4.06E-05 4.77E-06 1.63E-05
2.8 1.55 0.0284059133 0.0780877554 0.0298127514 0.0763865659 0.285803611 0.0346673581 0.0215484731 0.0022967756 0.0003265702 0.0001072473 2.33E-05 1.06E-05 2.04E-05
2.8 1.6 0.0205601122 0.0768229228 0.0209684778 0.0559273824 0.294124001 0.059666466 0.0194597126 0.0031178577 0.0004896681 9.94E-05 8.80E-06 1.18E-05 1.67E-05
2.8 1.65 0.0166686651 0.0727282678 0.0132838371 0.0411074689 0.288316322 0.0924558886 0.0162870604 0.0041877931 0.0008121541 8.97E-05 5.28E-06 1.07E-05 1.36E-05
2.8 1.7 0.0160275286 0.0656105545 0.0077416133 0.0314617142 0.269099122 0.131484135 0.0128665485 0.0054269725 0.0012804076 8.05E-05 1.26E-05 1.77E-05 1.70E-05
2.8 1.75 0.0174837651 0.0559822856 0.0049243889 0.0258469302 0.238777269 0.174076206 0.0104762406 0.0066290592 0.0017935088 7.08E-05 2.68E-05 3.69E-05 2.07E-05
2.8 1.8 0.0197354982 0.0448992713 0.0048987074 0.0228123632 0.20080108 0.216752594 0.010612341 0.0075339348 0.0021955111 6.73E-05 4.55E-05 6.00E-05 1.79E-05
2.8 1.85 0.021614871 0.0337077954 0.007221625 0.0209409732 0.159198875 0.255679628 0.0147098277 0.0079416993 0.0023533585 8.87E-05 6.82E-05 7.34E-05 1.03E-05
2.8 1.9 0.0222936135 0.0237619037 0.0110501865 0.0191150401 0.117991758 0.287158185 0.023898032 0.0078077201 0.0022278684 0.0001502567 9.25E-05 6.95E-05 3.95E-06
2.8 1.95 0.0213744089 0.0161549338 0.015324038 0.0166705501 0.0806577064 0.308092502 0.0388369969 0.0072716848 0.0018926727 0.0002419349 0.0001124017 5.40E-05 1.07E-06
2.8 2 0.0188805731 0.0115240699 0.0189789121 0.0134336045 0.049725528 0.316379312 0.059627163 0.0066272107 0.0014910093 0.0003298729 0.0001214928 3.90E-05 3.79E-07
2.8 2.05 0.0151869024 0.0099533325 0.0211506239 0.0096562288 0.0265527694 0.311176427 0.0857451996 0.0062832408 0.0011623083 0.0003819466 0.0001177282 2.99E-05 1.58E-06
2.8 2.1 0.0109117293 0.0109767005 0.0213348069 0.0058711628 0.0113037355 0.293015225 0.115996072 0.0067507937 0.0009867644 0.000392718 0.0001048808 2.25E-05 7.24E-06
2.8 2.15 0.0067740358 0.0136870638 0.0194742106 0.0027006256 0.0031152255 0.263728899 0.148534337 0.0086407275 0.0009722608 0.0003832374 8.97E-05 1.41E-05 1.76E-05
2.8 2.2 0.0034364755 0.0169395706 0.0159625384 0.0006720873 0.0004036549 0.226215343 0.180989411 0.0126395415 0.0010785321 0.0003768777 7.87E-05 8.61E-06 2.76E-05
2.8 2.25 0.0013608233 0.0196042212 0.0115626021 7.79E-05 0.0012409313 0.184072995 0.210676282 0.0194376395 0.0012662984 0.0003746261 7.39E-05 1.21E-05 3.13E-05
2.8 2.3 0.0007016453 0.0208121838 0.007240112 0.0008922868 0.0037224024 0.141145494 0.234872646 0.0296007937 0.0015562868 0.0003514592 6.80E-05 2.65E-05 2.65E-05
2.8 2.35 0.0012820065 0.0201444625 0.0039346909 0.0027622396 0.0062728849 0.101033055 0.251164228 0.0434001582 0.0020711415 0.0002782186 4.87E-05 4.69E-05 1.83E-05
2.8 2.4 0.0026861185 0.0177018832 0.0023211295 0.0050901256 0.0078533979 0.0666281085 0.257818605 0.0606596141 0.0030302685 0.0001603914 1.71E-05 6.35E-05 1.36E-05
2.8 2.45 0.0044404254 0.0140186384 0.0026392016 0.0071962834 0.0080328023 0.0397567957 0.254097974 0.0806950448 0.0046942591 7.46E-05 1.00E-07 6.61E-05 1.21E-05
2.8 2.5 0.0061922218 0.0098594953 0.0046572389 0.0085121896 0.0069208215 0.0210305099 0.240419228 0.102374312 0.0072897031 0.0001670218 3.02E-05 5.20E-05 8.84E-06
2.8 2.55 0.0077793296 0.005980822 0.0077750459 0.0087262352 0.0049936776 0.0099457791 0.218259829 0.124286316 0.0109610771 0.0005866722 0.0001080406 3.06E-05 4.87E-06
2.8 2.6 0.0091614351 0.0029524542 0.0112082061 0.0078381606 0.0028784211 0.0051706567 0.189876988 0.144939212 0.0157674279 0.001387804 0.0001983708 1.70E-05 6.87E-06
2.8 2.65 0.0102852688 0.0010884835 0.0141820487 0.0061227859 0.0011585274 0.0049181742 0.157942087 0.162928501 0.021702906 0.0024811073 0.0002680404 1.99E-05 1.66E-05
2.8 2.7 0.0110050203 0.0004705356 0.0160852563 0.0040351237 0.0002421888 0.0073119483 0.125179942 0.177051452 0.0287127541 0.0036832613 0.0003175945 3.69E-05 2.90E-05
2.8 2.75 0.0111342157 0.0010099551 0.0165622507 0.0020961712 0.0003050112 0.0106788864 0.0940726795 0.186362109 0.0366891867 0.0048286234 0.0003712197 6.24E-05 3.92E-05
2.8 2.8 0.0106043284 0.0024968654 0.0155441633 0.0007839546 0.0012923793 0.0137342114 0.066630151 0.190214193 0.0454434496 0.0058611551 0.0004496739 9.43E-05 4.79E-05
2.85 0.8 0.230377303 0.185233279 0.120377507 0.0473045294 0.0082628995 0.0054456406 0.0031440788 0.0002306923 1.34E-05 5.70E-05 2.20E-05 3.56E-06 1.46E-06
2.85 0.85 0.204145026 0.192201388 0.119667865 0.0660032624 0.0071223711 0.0062241694 0.003641637 0.0002985643 2.22E-05 9.18E-05 1.11E-05 1.41E-06 4.99E-06
2.85 0.9 0.182080573 0.195039081 0.114975519 0.0901588961 0.0047926137 0.0078804947 0.0041225222 0.0003253927 5.08E-05 0.0001078856 1.16E-05 6.43E-07 9.11E-06
2.85 0.95 0.164952142 0.19281037 0.107088112 0.118581505 0.0020455138 0.0102996265 0.0045101236 0.0002936341 9.73E-05 9.72E-05 1.77E-05 1.82E-06 1.01E-05
2.85 1 0.152634767 0.185235786 0.097261048 0.149141185 0.0002033314 0.0130909987 0.0048054601 0.0002135414 0.0001480693 7.05E-05 1.80E-05 4.24E-06 8.00E-06
2.85 1.05 0.144217119 0.172767115 0.0869271546 0.179002795 0.0009830313 0.015650808 0.0051350333 0.0001174583 0.0001865563 4.63E-05 1.01E-05 7.63E-06 7.14E-06
2.85 1.1 0.13823367 0.156538345 0.0773919494 0.205025514 0.0062368688 0.017325272 0.0057252502 4.14E-05 0.0002044333 3.55E-05 1.69E-06 1.17E-05 9.84E-06
2.85 1.15 0.13297219 0.138201325 0.0695811066 0.224271476 0.0176322909 0.0176131581 0.0068051228 8.88E-06 0.0002060432 3.49E-05 2.99E-06 1.49E-05 1.19E-05
2.85 1.2 0.126797129 0.119666134 0.0638826767 0.23448353 0.0363265575 0.0163236814 0.0084931491 2.82E-05 0.0002023539 3.42E-05 1.51E-05 1.53E-05 8.63E-06
2.85 1.25 0.118444247 0.102786589 0.0601048519 0.234439725 0.0626897097 0.0136541908 0.010735009 0.0001043521 0.0002024145 2.75E-05 2.73E-05 1.38E-05 3.56E-06
2.85 1.3 0.107264472 0.0890565274 0.057573912 0.224145901 0.0961029504 0.0102034594 0.0133139805 0.0002463997 0.0002096279 1.87E-05 2.87E-05 1.36E-05 2.76E-06
2.85 1.35 0.0933359925 0.0793673216 0.0553315518 0.204834628 0.134867344 0.0069483396 0.0159243227 0.0004611786 0.0002233835 1.84E-05 2.20E-05 1.49E-05 5.57E-06
2.85 1.4 0.0774234161 0.0738675854 0.052392433 0.178770721 0.176267018 0.0052047367 0.0182502436 0.000742073 0.0002420578 3.74E-05 2.02E-05 1.40E-05 6.46E-06
2.85 1.45 0.0608251501 0.0719526631 0.0480127412 0.148895401 0.216784304 0.0065511922 0.019998238 0.0010693636 0.0002654075 7.93E-05 2.73E-05 8.48E-06 4.33E-06
2.85 1.5 0.0450913371 0.0724030473 0.0418970716 0.118347858 0.252495343 0.012674168 0.0209043062 0.0014275434 0.0002975059 0.0001337949 3.24E-05 2.32E-06 5.49E-06
2.85 1.55 0.0316703051 0.0736508203 0.0342822798 0.0899573787 0.279638869 0.025115618 0.0207611988 0.0018255421 0.000352351 0.0001781903 2.49E-05 3.05E-06 1.40E-05
2.85 1.6 0.021604576 0.0741181852 0.025884167 0.0658455521 0.295212395 0.0449462841 0.0194784634 0.002302429 0.0004592236 0.0001930537 9.82E-06 1.17E-05 2.31E-05
2.85 1.65 0.0153455757 0.0725371765 0.0177254958 0.0471933984 0.297451959 0.0724320844 0.0171777549 0.0029066707 0.0006578284 0.0001776866 6.16E-07 2.01E-05 2.34E-05
2.85 1.7 0.0127033483 0.0681786744 0.0108838396 0.0341851478 0.286102697 0.106791393 0.0143094487 0.0036507948 0.000974141 0.0001475039 4.07E-06 2.19E-05 1.68E-05
2.85 1.75 0.0129300244 0.0609663271 0.0062279043 0.0261388213 0.262456726 0.146132902 0.0117295051 0.0044672201 0.0013850119 0.0001178153 1.65E-05 2.25E-05 1.22E-05
2.85 1.8 0.0149248277 0.0514627107 0.004219042 0.0217973666 0.229157388 0.187612302 0.0106523517 0.0052037499 0.001800469 9.59E-05 3.11E-05 3.29E-05 1.34E-05
2.85 1.85 0.0175025101 0.0407206763 0.0048263021 0.0196928679 0.189780298 0.227778784 0.0124508272 0.0056772804 0.002089424 8.74E-05 4.42E-05 5.42E-05 1.63E-05
2.85 1.9 0.0196346077 0.0300331497 0.0075576247 0.0184748347 0.148262076 0.263035782 0.0183728008 0.0057656451 0.00214322 0.0001017117 5.53E-05 7.25E-05 1.52E-05
2.85 1.95 0.0206033316 0.0206513937 0.0115808742 0.01713331 0.108304158 0.290127219 0.0292895612 0.0054924985 0.0019390994 0.000143235 6.54E-05 7.21E-05 9.89E-06
2.85 2 0.020058742 0.0135524916 0.0158928503 0.015099346 0.0729127056 0.306534074 0.0455603454 0.0050574824 0.0015568018 0.0002001992 7.52E-05 5.37E-05 4.62E-06
2.85 2.05 0.0180118548 0.0092861628 0.0194994371 0.0122503821 0.0441310791 0.310730673 0.0670007387 0.0048057616 0.0011382696 0.0002471258 8.40E-05 3.14E-05 1.84E-06
2.85 2.1 0.0147848969 0.0078963827 0.0215881192 0.008838569 0.0229267633 0.302327154 0.0929065074 0.0051648147 0.0008241347 0.0002630856 9.00E-05 1.71E-05 7.68E-07
2.85 2.15 0.0109306707 0.0089331925 0.0216754633 0.0053675018 0.0092350046 0.282107227 0.122082417 0.0065913225 0.000702281 0.0002470328 9.01E-05 1.07E-05 1.15E-06
2.85 2.2 0.0071198586 0.0115522526 0.0197063732 0.0024394378 0.002130185 0.251952809 0.152852074 0.0095592581 0.0007900679 0.0002150491 8.17E-05 6.79E-06 5.39E-06
2.85 2.25 0.0039869992 0.0146946167 0.0160792763 0.0005849634 7.99E-05 0.214666078 0.183096607 0.0145628443 0.001054244 0.0001852613 6.58E-05 4.24E-06 1.60E-05
2.85 2.3 0.0019685893 0.0173262173 0.0115694616 0.0001069476 0.0012583418 0.173666975 0.210382165 0.022090054 0.0014548436 0.0001646277 4.92E-05 7.29E-06 2.84E-05
2.85 2.35 0.0011980299 0.0186727734 0.0071441608 0.0009810552 0.0038744322 0.132555601 0.23220856 0.0325502255 0.0019954872 0.0001448664 3.67E-05 1.85E-05 3.18E-05
2.85 2.4 0.0015178314 0.0183743687 0.0037189398 0.002851479 0.0064550693 0.0946230039 0.246358057 0.046159902 0.002760097 0.0001109265 2.51E-05 3.37E-05 2.26E-05
2.85 2.45 0.0026061689 0.0165161647 0.0019325983 0.0051315576 0.0080388024 0.0624209149 0.251279978 0.062801515 0.0039143517 6.64E-05 1.37E-05 4.47E-05 1.04E-05
2.85 2.5 0.0041434711 0.0135336215 0.0020089753 0.0071780467 0.0082422346 0.0374727882 0.246413264 0.0819034037 0.0056649218 6.74E-05 1.86E-05 4.57E-05 3.74E-06
2.85 2.55 0.0059148339 0.010036791 0.0037445627 0.0084709354 0.0071872306 0.0201911398 0.23231478 0.102423307 0.0081979587 0.0002304711 6.26E-05 3.83E-05 1.63E-06
2.85 2.6 0.0077941207 0.0066295862 0.0066101687 0.0087323463 0.0053263469 0.0100078408 0.210531662 0.122985974 0.0116317258 0.0006816725 0.000148385 3.16E-05 1.63E-06
2.85 2.65 0.0096480328 0.0037915577 0.0099133787 0.007959159 0.0032406259 0.0056581472 0.18327908 0.142127956 0.0160014744 0.0014710671 0.000252857 3.59E-05 6.47E-06
2.85 2.7 0.0112546595 0.0018422914 0.0129594379 0.0063854089 0.0014736771 0.0055211222 0.153055635 0.15853419 0.0212676642 0.0025211932 0.0003536303 5.35E-05 1.90E-05
2.85 2.75 0.0123153825 0.0009571699 0.0151689517 0.0044032167 0.0004262917 0.0079261551 0.122294501 0.171184089 0.0273317696 0.0036604521 0.0004504762 7.71E-05 3.73E-05
2.85 2.8 0.0125853593 0.0011868673 0.0161442669 0.0024751798 0.0003089048 0.0113724307 0.0931145502 0.179385561 0.0340465298 0.0047219307 0.0005560008 9.80E-05 5.62E-05
2.9 0.8 0.236141722 0.180471172 0.126195723 0.0411349943 0.0085275642 0.0061246421 0.0022480041 0.0002179053 1.88E-05 3.37E-05 3.89E-05 2.78E-06 1.25E-06
2.9 0.85 0.208107631 0.187887752 0.126714973 0.0586726074 0.0075931064 0.00703883 0.002546104 0.0002958914 6.97E-06 6.69E-05 2.72E-05 1.65E-06 1.23E-06
2.9 0.9 0.183495002 0.19204175 0.122850523 0.0817946238 0.0054363651 0.0087211065 0.0028964225 0.0003531417 1.22E-05 9.54E-05 1.27E-05 7.14E-07 2.62E-06
2.9 0.95 0.163487009 0.19181676 0.115197649 0.109558902 0.0026702124 0.0111053774 0.0032531777 0.0003552858 4.01E-05 0.0001023687 7.18E-06 6.78E-07 6.64E-06
2.9 1 0.148439035 0.186612227 0.104910099 0.140099111 0.00044052 0.0139052178 0.0035903894 0.0002932533 8.21E-05 8.57E-05 1.14E-05 2.06E-06 1.07E-05
2.9 1.05 0.137902316 0.176503619 0.093454692 0.17081942 0.0003167656 0.0166175684 0.0039540481 0.0001924201 0.0001204513 5.76E-05 1.61E-05 4.50E-06 1.06E-05
2.9 1.1 0.130764819 0.162251081 0.0822933187 0.198749488 0.0040570082 0.0186186344 0.0044856007 1.00E-04 0.0001397106 3.33E-05 1.29E-05 7.10E-06 7.14E-06
2.9 1.15 0.125495647 0.145160795 0.0725909051 0.220968133 0.0133112014 0.0193428009 0.005385092 6.00E-05 0.0001368713 2.10E-05 5.03E-06 9.29E-06 5.22E-06
2.9 1.2 0.120443013 0.126878392 0.0650230306 0.235041958 0.0293281806 0.0184766807 0.0068185914 9.68E-05 0.0001222287 1.97E-05 5.35E-06 1.08E-05 6.01E-06
2.9 1.25 0.114132183 0.10914803 0.0597070987 0.239395474 0.0527065051 0.0160898529 0.0088195761 0.0002132323 0.0001107545 2.33E-05 2.02E-05 1.10E-05 6.13E-06
2.9 1.3 0.105533065 0.0935598836 0.0562439092 0.233537461 0.0832090524 0.0126647723 0.0112440359 0.0003992589 0.0001126641 2.61E-05 3.92E-05 9.77E-06 3.70E-06
2.9 1.35 0.0942462779 0.0813197356 0.0538505268 0.218129703 0.119645653 0.0090494821 0.013805463 0.0006379769 0.0001303871 2.71E-05 4.58E-05 8.33E-06 1.61E-06
2.9 1.4 0.0805627294 0.0730596567 0.0515588293 0.194894065 0.159850233 0.0063858624 0.0161633024 0.0009070224 0.0001619263 3.34E-05 3.64E-05 7.99E-06 3.68E-06
2.9 1.45 0.0653847289 0.0687274187 0.0484555004 0.166362638 0.20079892 0.0060384608 0.0180082986 0.0011814439 0.0002052517 5.87E-05 2.28E-05 8.13E-06 8.07E-06
